FILE,APOGEE_ID,TEFF,LOGG,PARAM_M_H,PARAM_ALPHA_M,AL_H,CA_H,C_H,FE_H,K_H,MG_H,MN_H,NA_H,NI_H,N_H,O_H,SI_H,S_H,TI_H,V_H,col1,2mass
apStar-r5-2M07123440+1356550.fits,2M07123440+1356550,4901.0884,3.064091,-0.20797132,0.09244233,-0.097174905,-0.21584891,-0.251466,-0.15938418,-0.27311814,-0.08141421,-0.17311014,-0.17244571,-0.24264711,-0.067880005,-0.13083974,0.043092564,0.028179333,-0.23897593,-0.17408934,aspcapStar-r5-v603-2M07123440+1356550.fits,2M07123440+1356550
apStar-r5-2M07123501+1358192.fits,2M07123501+1358192,4787.4727,2.7795255,-0.14119856,0.07950231,0.045575775,-0.13637394,-0.116867006,-0.11169422,-0.28717792,-0.06355546,-0.16863975,-0.07504786,-0.20823652,-0.1491843,-0.022539586,0.11788066,1.09255314E-4,-0.20267683,-0.31037003,aspcapStar-r5-v603-2M07123501+1358192.fits,2M07123501+1358192
apStar-r5-2M07123616+1441136.fits,2M07123616+1441136,5106.2944,2.923462,-0.43333748,0.057709735,-0.1808217,-0.43696508,-0.452625,-0.39086735,-0.3866505,-0.35706517,-0.36355686,-0.3110018,-0.38470328,-0.362293,-0.29005104,-0.16841766,-0.19312838,-0.46765098,-1.6019021,aspcapStar-r5-v603-2M07123616+1441136.fits,2M07123616+1441136
apStar-r5-2M07124068+1541499.fits,2M07124068+1541499,4705.3506,2.6488192,-0.17728657,0.06914843,-0.08134834,-0.20904522,-0.16222699,-0.17235516,-0.2800708,-0.1720061,-0.14635926,-0.27558345,-0.17376103,-0.043929994,-0.10141577,-0.038692072,-0.002901271,-0.21390389,-0.40116397,aspcapStar-r5-v603-2M07124068+1541499.fits,2M07124068+1541499
apStar-r5-2M07124184+3712454.fits,2M07124184+3712454,4890.9224,2.6094704,-0.23175792,0.053813264,-0.045375727,-0.26359206,-0.34192002,-0.19492878,-0.2075252,-0.2768284,-0.21356833,-0.22489235,-0.29801404,-0.19446701,-0.11159635,0.090482995,-0.10248044,-0.3938045,-1.190676,aspcapStar-r5-v603-2M07124184+3712454.fits,2M07124184+3712454
apStar-r5-2M07124283+1422404.fits,2M07124283+1422404,5063.7383,3.2536492,-0.21095705,0.063565366,-0.009598907,-0.10963242,0.0047200024,-0.16020088,-0.77224565,-0.048635095,-0.28421023,0.024719428,-0.30819687,-0.46263,-0.097493835,0.009465128,-0.08791387,-0.25036734,0.23930517,aspcapStar-r5-v603-2M07124283+1422404.fits,2M07124283+1422404
apStar-r5-2M07124720+3016105.fits,2M07124720+3016105,3916.3184,0.6899364,-0.75103617,0.028097343,-0.6325363,-0.63770723,-0.689199,-0.6476267,-0.75723076,-0.5683324,-0.6821706,-0.75799835,-0.6954743,-0.36857998,-0.508924,-0.54300594,-0.51495177,-0.7328063,-0.850813,aspcapStar-r5-v603-2M07124720+3016105.fits,2M07124720+3016105
apStar-r5-2M07125080+3111554.fits,2M07125080+3111554,4978.427,3.4557536,0.21377632,0.052127067,0.22344655,0.05981715,0.18018,0.12667108,0.05731097,0.15840793,0.29952207,0.09509776,0.13802922,0.18744299,0.14457898,0.18151179,0.195966,0.23032856,0.3957245,aspcapStar-r5-v603-2M07125080+3111554.fits,2M07125080+3111554
apStar-r5-2M07125618+1508399.fits,2M07125618+1508399,4681.3315,2.3696141,-0.20185912,0.020110896,-0.117326304,-0.2385153,-0.35997,-0.19560912,-0.3025843,-0.24410315,-0.17430663,-0.18345913,-0.22386438,-0.06575,-0.1414944,-0.03736718,-0.08346952,-0.22182316,-0.36598238,aspcapStar-r5-v603-2M07125618+1508399.fits,2M07125618+1508399
apStar-r5-2M07125741+1505384.fits,2M07125741+1505384,4445.1304,1.9292505,-0.3148359,0.029690322,-0.10984284,-0.37726095,-0.39198,-0.28765738,-0.31859592,-0.2911554,-0.26233712,-0.40684325,-0.28461102,-0.04762,-0.21508834,-0.094445854,-0.122901276,-0.34399486,-0.35563776,aspcapStar-r5-v603-2M07125741+1505384.fits,2M07125741+1505384
apStar-r5-2M07125789+1525359.fits,2M07125789+1525359,5182.238,3.03649,-0.24176225,0.021699643,-0.16420431,-0.2550321,-0.21649599,-0.2303696,-0.28539148,-0.28318086,-0.17441264,-0.5017022,-0.19459882,-0.10967,-0.17151125,-0.100246266,-0.09243694,-0.28378057,-0.22480623,aspcapStar-r5-v603-2M07125789+1525359.fits,2M07125789+1525359
apStar-r5-2M07125958+3634018.fits,2M07125958+3634018,4944.5415,2.698547,-0.2606326,0.06234485,-0.1515895,-0.3280247,-0.42647,-0.21333085,-0.4428818,-0.26360372,-0.22135168,-0.33817735,-0.26739177,-0.021280006,-0.089513406,0.04341823,-0.06260899,-0.34212756,-1.1415473,aspcapStar-r5-v603-2M07125958+3634018.fits,2M07125958+3634018
apStar-r5-2M07130032+3014109.fits,2M07130032+3014109,4866.306,2.8722517,-0.1999007,0.050185967,-0.12858213,-0.21427743,-0.30763,-0.14575593,-0.29684612,-0.2300224,-0.25990897,-0.12658842,-0.24396187,-0.165299,-0.08560866,0.04473561,-0.22286522,-0.26429105,-1.6077505,aspcapStar-r5-v603-2M07130032+3014109.fits,2M07130032+3014109
apStar-r5-2M07130264+3007118.fits,2M07130264+3007118,4742.5244,2.4875464,0.051791098,0.04950987,0.12328373,-0.031995397,0.0340707,0.057657436,-0.07440494,-0.05439515,-0.028009765,0.07957881,-0.012261191,0.071050696,0.11237558,0.28341484,0.17939803,-0.0305628,-0.23413776,aspcapStar-r5-v603-2M07130264+3007118.fits,2M07130264+3007118
apStar-r5-2M07130435+2950072.fits,2M07130435+2950072,4584.26,2.173441,-0.23100223,0.06923181,-0.025870902,-0.22484191,-0.262931,-0.17899033,-0.28929397,-0.2256053,-0.25135162,-0.21566248,-0.30618194,-0.05095999,-0.099262655,0.053071976,-0.042602673,-0.29367736,-0.568803,aspcapStar-r5-v603-2M07130435+2950072.fits,2M07130435+2950072
apStar-r5-2M07130468+1329088.fits,2M07130468+1329088,4804.116,2.5784476,-0.04597073,0.05827903,0.25116205,-0.096806385,-0.057405002,-0.043534867,-0.11414328,-0.067853525,0.010856349,-0.314909,-0.07655233,0.0021009967,-0.008573726,0.14306968,0.1826262,0.0068160295,-1.2634023,aspcapStar-r5-v603-2M07130468+1329088.fits,2M07130468+1329088
apStar-r5-2M07130866+2937202.fits,2M07130866+2937202,4682.1284,2.5150335,0.1806544,0.030985247,0.2443203,0.07460375,0.028635003,0.13552515,-0.017303664,0.115521334,0.2389379,0.18929139,0.08146396,0.41427,0.12898986,0.27602923,0.28714263,0.18950358,-0.055739716,aspcapStar-r5-v603-2M07130866+2937202.fits,2M07130866+2937202
apStar-r5-2M07131374+2913276.fits,2M07131374+2913276,4849.662,2.518113,-0.17644009,0.07680824,0.0042597684,-0.21371147,-0.3059,-0.14169031,-0.33791077,-0.16825445,-0.0520842,-0.16236928,-0.22258614,0.05095999,-0.1379715,0.09944253,-0.012573734,-0.16645096,-0.0953183,aspcapStar-r5-v603-2M07131374+2913276.fits,2M07131374+2913276
apStar-r5-2M07132230+3047451.fits,2M07132230+3047451,4896.1055,3.110511,-0.2368719,0.0930586,-0.10174373,-0.26993138,-0.170898,-0.21308093,-0.23742709,-0.14593925,-0.20108865,-0.27034897,-0.26366815,-0.276502,-0.16633877,-0.06576015,0.0099684745,-0.24458498,-1.399555,aspcapStar-r5-v603-2M07132230+3047451.fits,2M07132230+3047451
apStar-r5-2M07132278+3618529.fits,2M07132278+3618529,4391.312,1.7875952,-0.46247858,0.09772315,-0.2340342,-0.4190936,-0.419191,-0.39818633,-0.5268785,-0.3519679,-0.43434483,-0.4522284,-0.4627781,-0.21627001,-0.25519985,-0.15273519,-0.23849079,-0.4681472,-0.5448018,aspcapStar-r5-v603-2M07132278+3618529.fits,2M07132278+3618529
apStar-r5-2M07133066+1537432.fits,2M07133066+1537432,4865.3096,2.8780684,-0.11564249,0.043902017,-0.0814079,-0.17085622,-0.227355,-0.11548128,-0.2336519,-0.14847001,-0.0789347,-0.19194907,-0.14605609,0.041160002,-0.07685446,0.007175073,-0.021162987,-0.17783524,-0.1457076,aspcapStar-r5-v603-2M07133066+1537432.fits,2M07133066+1537432
apStar-r5-2M07133400+3135313.fits,2M07133400+3135313,4709.0376,2.5632784,-0.47801602,0.08361283,-0.30113402,-0.43728465,-0.40396902,-0.43082038,-0.5007114,-0.3789993,-0.42066824,-0.60527104,-0.4213715,-0.31312,-0.2846834,-0.2605961,-0.22159262,-0.49248177,-1.1207987,aspcapStar-r5-v603-2M07133400+3135313.fits,2M07133400+3135313
apStar-r5-2M07133762+2909283.fits,2M07133762+2909283,4989.29,2.8001692,-0.020075064,0.06979269,0.0062403865,-0.13059777,-0.299801,0.004379401,-0.32717595,-0.062409457,0.14719115,0.036256842,-0.15385497,0.238349,0.0073075704,0.09455961,0.02119394,0.12279463,-1.012795,aspcapStar-r5-v603-2M07133762+2909283.fits,2M07133762+2909283
apStar-r5-2M07133833+3623111.fits,2M07133833+3623111,4454.897,2.2279587,0.24479765,0.0361812,0.31143567,0.055343702,0.16732469,0.17921507,0.043324787,0.23741685,0.34807867,0.18178311,0.15038617,0.40722,0.25042117,0.32934546,0.28175145,0.23040077,0.048646923,aspcapStar-r5-v603-2M07133833+3623111.fits,2M07133833+3623111
apStar-r5-2M07133920+3624254.fits,2M07133920+3624254,4890.9224,2.852292,-0.24493387,0.058174264,-0.11965173,-0.27865207,-0.23870586,-0.20911878,-0.34251517,-0.22142832,-0.24086833,-0.20942235,-0.23674405,-0.20672,-0.07954635,0.023812994,-0.18645044,-0.36924452,-0.4763359,aspcapStar-r5-v603-2M07133920+3624254.fits,2M07133920+3624254
apStar-r5-2M07134083+1515064.fits,2M07134083+1515064,5111.776,2.8568544,-0.07419625,0.037652444,-0.054866977,-0.31002226,-0.024479002,-0.07934294,-0.3252287,-0.123456806,-0.023455545,-0.41244823,-0.09770016,-0.22657001,-0.008910611,0.16219531,0.1521026,-0.19751881,0.14424996,aspcapStar-r5-v603-2M07134083+1515064.fits,2M07134083+1515064
apStar-r5-2M07134557+3009406.fits,2M07134557+3009406,4897.9985,2.5360196,-0.41535825,0.085739695,-0.17991678,-0.40122962,-0.3758553,-0.33421576,-0.3919401,-0.3566653,-0.48457783,-0.29987773,-0.41445217,-0.37955087,-0.18906742,-0.077711165,-0.28050518,-0.4381528,-1.1001184,aspcapStar-r5-v603-2M07134557+3009406.fits,2M07134557+3009406
apStar-r5-2M07134926+2939220.fits,2M07134926+2939220,4779.998,3.1255662,0.26017958,0.0767237,0.37040454,0.10861138,0.18339899,0.21170065,-0.019295327,0.23412198,0.25453752,0.19992526,0.15348193,0.32349,0.23662838,0.3833466,0.3057779,0.2259776,0.38685164,aspcapStar-r5-v603-2M07134926+2939220.fits,2M07134926+2939220
apStar-r5-2M07135129+3044010.fits,2M07135129+3044010,4869.7944,2.730482,-0.09611531,0.055872783,0.04327005,-0.19530943,-0.22123,-0.0986322,-0.24556586,-0.15395927,-0.037054054,-0.22416614,-0.11656715,0.016610004,-0.045820832,0.09520752,0.09459781,-0.1334503,-0.3409306,aspcapStar-r5-v603-2M07135129+3044010.fits,2M07135129+3044010
apStar-r5-2M07135209+1334288.fits,2M07135209+1334288,5029.0557,2.8959749,-0.46564668,0.10289479,-0.10441855,-0.3789233,-0.365282,-0.37744707,-0.44055903,-0.3396832,-0.3048885,-0.3926922,-0.40519917,-0.326508,-0.28830346,-0.19878973,-0.31076202,-0.3501564,-0.16860828,aspcapStar-r5-v603-2M07135209+1334288.fits,2M07135209+1334288
apStar-r5-2M07135565+2932538.fits,2M07135565+2932538,4990.486,3.1343484,-0.016368952,0.07679822,0.11788129,5.227886E-4,-0.030443,-0.0123081915,-0.086961016,-0.01617274,0.059114926,0.23040262,-0.14388596,-0.069141,0.042657945,0.16952822,-0.0145368315,-0.011272762,-0.23647253,aspcapStar-r5-v603-2M07135565+2932538.fits,2M07135565+2932538
apStar-r5-2M07135861+2952367.fits,2M07135861+2952367,4873.083,2.6116374,-0.397373,0.043684006,-0.15347092,-0.42067415,-0.326146,-0.30401954,-0.41370478,-0.3312423,-0.3344903,-0.28943402,-0.5138573,-0.386584,-0.17490758,-0.108754724,-0.29650062,-0.38782504,-1.5244461,aspcapStar-r5-v603-2M07135861+2952367.fits,2M07135861+2952367
apStar-r5-2M07135869+3125418.fits,2M07135869+3125418,5052.7754,2.6806405,-0.43515757,0.093957946,-0.14649934,-0.47555462,-0.1887,-0.38455975,-0.48787934,-0.2766418,-0.4658729,-0.80856675,-0.37923312,-0.442178,-0.24377471,-0.26737985,-0.17599584,-0.43280166,-0.028183065,aspcapStar-r5-v603-2M07135869+3125418.fits,2M07135869+3125418
apStar-r5-2M07135906+1321073.fits,2M07135906+1321073,4937.864,3.0282779,-0.28033733,0.1179296,-0.056185145,-0.22797333,-0.223847,-0.23698173,-0.34140858,-0.20069881,-0.19952992,-0.2822717,-0.29433396,-0.218023,-0.1455352,-0.048179418,-0.03439817,-0.22978841,-0.85091394,aspcapStar-r5-v603-2M07135906+1321073.fits,2M07135906+1321073
apStar-r5-2M07141197+3013079.fits,2M07141197+3013079,4559.8423,2.196708,-0.42511436,0.11203909,-0.22145516,-0.3634159,-0.35333002,-0.37788644,-0.38239577,-0.30725718,-0.35604122,-0.5089184,-0.41493496,-0.272226,-0.22143641,-0.20984134,-0.099157006,-0.3148365,-0.63169223,aspcapStar-r5-v603-2M07141197+3013079.fits,2M07141197+3013079
apStar-r5-2M07141294+2946160.fits,2M07141294+2946160,4484.1978,1.9664323,-0.43881392,0.22863784,0.113451175,-0.24453238,-0.308981,-0.3730376,-0.43318105,-0.2929213,-0.4678138,-0.32344776,-0.4580522,-0.322977,-0.10632035,-0.031660616,-0.08555633,-0.45212626,-0.40227503,aspcapStar-r5-v603-2M07141294+2946160.fits,2M07141294+2946160
apStar-r5-2M07141800+2907279.fits,2M07141800+2907279,4871.1895,2.5696654,-0.533313,0.1663399,-0.8270779,-0.4326746,-0.11881,-0.44056472,-0.50923175,-0.37029943,-0.4346711,-0.24551523,-0.46737325,-0.27504,-0.4247089,-0.2863137,-0.42072892,-0.5049852,-0.6396226,aspcapStar-r5-v603-2M07141800+2907279.fits,2M07141800+2907279
apStar-r5-2M07142176+3009437.fits,2M07142176+3009437,4752.7896,2.3411005,-0.445054,0.06703973,-0.25364488,-0.3957518,-0.44041,-0.34799045,-0.5878713,-0.38748193,-0.3768981,-0.4199725,-0.52202886,-0.309724,-0.16944921,-0.11323428,-0.16536885,-0.40253478,-1.2786235,aspcapStar-r5-v603-2M07142176+3009437.fits,2M07142176+3009437
apStar-r5-2M07142360+1421359.fits,2M07142360+1421359,4988.692,3.412299,0.09594018,0.04767592,0.22338793,-0.0038215443,0.0291762,0.07955618,-0.10404343,0.05310645,0.092439614,0.124081455,-0.020750497,0.0295156,0.13452888,0.29047924,-0.07397016,-0.032780707,-0.116061285,aspcapStar-r5-v603-2M07142360+1421359.fits,2M07142360+1421359
apStar-r5-2M07142477+3020309.fits,2M07142477+3020309,4676.448,2.6828074,0.19570918,0.025930956,0.18477945,0.029339388,0.047159,0.118849665,-0.024420641,0.095377885,0.29051548,0.09728169,0.10737802,0.36089998,0.15566087,0.23560518,0.27200362,0.19490203,-0.048968196,aspcapStar-r5-v603-2M07142477+3020309.fits,2M07142477+3020309
apStar-r5-2M07142583+1447505.fits,2M07142583+1447505,4922.117,3.2944806,0.034777977,0.04217203,0.060969763,-0.051644705,0.0067690006,0.0040627355,-0.17887203,0.027927611,0.1495521,-0.010277991,-0.007260382,0.035345,0.03848247,0.13150102,0.101692066,-0.057898283,0.088210724,aspcapStar-r5-v603-2M07142583+1447505.fits,2M07142583+1447505
apStar-r5-2M07143298+1322598.fits,2M07143298+1322598,4709.137,2.4647355,0.021929534,0.03552263,0.11517057,-0.116783306,-0.078092,9.5971394E-5,-0.06320782,-0.0341852,0.07595234,-0.16846098,-0.054843068,0.073398,0.03534489,0.16605197,0.1666374,-0.047795527,-0.20967098,aspcapStar-r5-v603-2M07143298+1322598.fits,2M07143298+1322598
apStar-r5-2M07143353+1416193.fits,2M07143353+1416193,4829.7295,2.9071522,0.08488036,0.04070828,0.121518254,-0.06427526,-0.14768499,0.07102167,-0.100636534,0.019610295,0.17186183,0.009484618,-0.0073942337,0.23767501,0.07473538,0.22200668,0.11520673,0.057397846,-0.081030525,aspcapStar-r5-v603-2M07143353+1416193.fits,2M07143353+1416193
apStar-r5-2M07143499+2938002.fits,2M07143499+2938002,4661.0996,2.4857216,-0.45616525,0.23894855,0.020414637,-0.26342344,-0.346166,-0.38326278,-0.49256378,-0.2193605,-0.41302234,-0.24652234,-0.5376658,-0.56001,-0.05495736,-0.034074247,-0.17017508,-0.35003707,-1.4239178,aspcapStar-r5-v603-2M07143499+2938002.fits,2M07143499+2938002
apStar-r5-2M07144128+2848234.fits,2M07144128+2848234,5115.563,3.2046058,-0.07937049,0.04060064,0.09543493,-0.15058705,-0.2168,-0.07031162,-0.3942247,-0.09895851,0.031818062,0.08795225,-0.1457082,0.012080006,-0.037662946,0.022642381,0.071545295,-0.11818045,-0.25557506,aspcapStar-r5-v603-2M07144128+2848234.fits,2M07144128+2848234
apStar-r5-2M07144334+1404473.fits,2M07144334+1404473,4667.7773,2.4747725,-0.29218847,0.051066805,-0.12978873,-0.32443383,-0.39116,-0.2414119,-0.391327,-0.2595973,-0.20483415,-0.29947796,-0.3214236,-0.101009995,-0.13444553,-0.030616567,-0.1061959,-0.33924523,-0.6204111,aspcapStar-r5-v603-2M07144334+1404473.fits,2M07144334+1404473
apStar-r5-2M07144359+3042104.fits,2M07144359+3042104,4975.636,2.6818948,-0.42372778,0.090062805,-0.087621614,-0.42957744,-0.25406998,-0.36890393,-0.47951326,-0.3182248,-0.37582394,-0.44875708,-0.3724266,-0.433921,-0.14257787,-0.18929085,-0.14474545,-0.32125086,-0.52043146,aspcapStar-r5-v603-2M07144359+3042104.fits,2M07144359+3042104
apStar-r5-2M07144794+3058586.fits,2M07144794+3058586,5012.8105,3.034437,-0.35770422,0.07872026,-0.14779453,-0.28980535,-0.082399994,-0.3276993,-0.33052534,-0.21743412,-0.28861135,-0.36347282,-0.33600372,-0.22295001,-0.30175522,-0.17464457,-0.24592692,-0.3463912,-0.56383514,aspcapStar-r5-v603-2M07144794+3058586.fits,2M07144794+3058586
apStar-r5-2M07145366+2929461.fits,2M07145366+2929461,4889.727,2.8862803,0.0054230057,0.029905733,-0.017330632,-0.12689562,-0.16278,0.0038278205,-0.19004011,-0.04199313,0.05394031,-0.06105613,-0.07783306,0.1971,-0.009800717,0.17516838,0.18174133,-0.0788051,-0.48898837,aspcapStar-r5-v603-2M07145366+2929461.fits,2M07145366+2929461
apStar-r5-2M07145465+3008286.fits,2M07145465+3008286,4796.2427,2.5786757,-0.09911612,0.030421244,0.023183508,-0.17173158,-0.26114,-0.07357014,-0.347005,-0.14815211,-0.04199665,-0.17128412,-0.18149355,0.018570006,-0.045656882,0.123421416,0.14649281,-0.17664741,-0.067461476,aspcapStar-r5-v603-2M07145465+3008286.fits,2M07145465+3008286
apStar-r5-2M07145636+3124564.fits,2M07145636+3124564,4916.536,3.4418387,-0.011007067,0.08581452,0.13047448,-0.10673593,-0.012678001,-0.043324236,-0.17084844,0.0046582036,0.056261174,-0.046161633,-0.041624945,-0.105613,0.029376756,0.11362897,0.10983008,-0.08967668,-0.19071412,aspcapStar-r5-v603-2M07145636+3124564.fits,2M07145636+3124564
apStar-r5-2M07145806+1402560.fits,2M07145806+1402560,4900.69,2.76812,-0.020945277,0.033349156,0.031014796,-0.12467943,-0.282772,-0.008559316,-0.18857646,-0.11263645,0.033455595,-0.13614598,-0.0930368,0.119178,0.0021891445,0.20158234,0.15067126,-0.0815008,-0.38310015,aspcapStar-r5-v603-2M07145806+1402560.fits,2M07145806+1402560
apStar-r5-2M07145948+1330124.fits,2M07145948+1330124,4256.269,1.6441147,0.14001128,0.03396626,0.15600452,0.03201665,0.005915001,0.08993359,-0.12165265,0.1219638,0.22274306,0.024965487,0.03396809,0.28061,0.17024998,0.24321125,0.18697333,0.15459041,-0.039510317,aspcapStar-r5-v603-2M07145948+1330124.fits,2M07145948+1330124
apStar-r5-2M07145956+2901587.fits,2M07145956+2901587,4516.7876,1.9582205,-0.52531755,0.100781746,-0.14259227,-0.4509143,-0.413194,-0.4457576,-0.4861738,-0.42629442,-0.44422743,-0.3533665,-0.49079067,-0.38353,-0.22130561,-0.22875881,-0.18176258,-0.535068,-0.5505434,aspcapStar-r5-v603-2M07145956+2901587.fits,2M07145956+2901587
apStar-r5-2M07150021+1316108.fits,2M07150021+1316108,5048.6895,2.6805263,-0.6053697,0.25556737,-0.20135695,-0.42644593,-0.456212,-0.5240267,-0.539877,-0.31576926,-0.46739623,-0.8953594,-0.51888233,-0.494291,-0.16841525,-0.13938504,-0.10932058,-0.39107668,-0.61902916,aspcapStar-r5-v603-2M07150021+1316108.fits,2M07150021+1316108
apStar-r5-2M07150021+1353455.fits,2M07150021+1353455,4748.2056,2.544916,-0.19625488,0.04537018,-0.061030395,-0.25417677,-0.37537998,-0.16932505,-0.33002195,-0.18615177,-0.16549425,-0.105195485,-0.2714302,0.05031,-0.090486124,0.018351272,-0.02358368,-0.28790286,-0.4891382,aspcapStar-r5-v603-2M07150021+1353455.fits,2M07150021+1353455
apStar-r5-2M07150299+2916274.fits,2M07150299+2916274,4890.624,2.6956956,-0.2895669,0.072646886,-0.12899545,-0.33086544,-0.39885,-0.23956537,-0.3393489,-0.27728057,-0.21467999,-0.36226252,-0.29438126,-0.14978999,-0.12950419,0.023356855,-0.0941025,-0.37076312,-1.635129,aspcapStar-r5-v603-2M07150299+2916274.fits,2M07150299+2916274
apStar-r5-2M07150807+3125097.fits,2M07150807+3125097,4777.008,2.6695771,-0.11946434,0.06338586,-0.049840767,-0.17541248,-0.152815,-0.121925406,-0.2073187,-0.14196682,-0.06838958,-0.119126685,-0.13501067,0.010990009,-0.07208104,0.019514963,-0.070195585,-0.17656803,-0.18603969,aspcapStar-r5-v603-2M07150807+3125097.fits,2M07150807+3125097
apStar-r5-2M07150994+1336539.fits,2M07150994+1336539,4203.049,1.4613997,-0.0876075,0.047207862,0.01902561,-0.14473921,-0.136479,-0.09074816,-0.2270477,-0.05260463,0.0028137937,-0.11334124,-0.11796746,0.15898,-0.0033218488,0.087064266,0.070929915,-0.015571572,-0.24817804,aspcapStar-r5-v603-2M07150994+1336539.fits,2M07150994+1336539
apStar-r5-2M07151094+1552165.fits,2M07151094+1552165,5069.6187,3.6340203,-0.11602044,0.11406427,0.08231713,-0.20677184,-0.12205999,-0.12473429,-0.22167549,-0.02423349,-0.06668654,-0.23339574,-0.126934,-0.209885,-0.047701284,0.04617639,-0.034236863,-0.061917447,-1.8658198,aspcapStar-r5-v603-2M07151094+1552165.fits,2M07151094+1552165
apStar-r5-2M07152415+1335302.fits,2M07152415+1335302,4973.444,3.0436754,-0.15078726,0.046265326,-0.039929286,-0.21658929,-0.26984,-0.12429567,-0.29774398,-0.1551706,-0.07378643,-0.2442185,-0.21609981,-0.08749899,-0.115866035,-0.00143601,0.0036461353,-0.12975848,-0.16380104,aspcapStar-r5-v603-2M07152415+1335302.fits,2M07152415+1335302
apStar-r5-2M07152451+1605309.fits,2M07152451+1605309,4846.3735,2.7374394,0.00594721,0.050320014,0.07714355,-0.10789172,-0.101705,-0.026269957,-0.15948188,-0.078270555,0.056593135,-0.121931426,-0.034235984,0.171601,0.014824238,0.16475576,0.120724656,-0.07481322,-0.08660273,aspcapStar-r5-v603-2M07152451+1605309.fits,2M07152451+1605309
apStar-r5-2M07152568+3013265.fits,2M07152568+3013265,4791.9575,2.5903094,0.123474166,0.025732074,0.18607372,-0.017448142,-0.06204,0.10202886,-0.07589688,0.03304828,0.17908588,0.014517068,-4.3259934E-4,0.25633,0.11360604,0.34047312,0.27940005,0.061423115,-0.15405303,aspcapStar-r5-v603-2M07152568+3013265.fits,2M07152568+3013265
apStar-r5-2M07153020+3101093.fits,2M07153020+3101093,4613.76,2.6612513,0.1985018,0.05274804,0.21840075,0.032368287,0.166439,0.12044805,-0.003113992,0.123642765,0.300097,0.19549678,0.14028446,0.35659,0.1691874,0.22504298,0.26023656,0.14236028,0.07320243,aspcapStar-r5-v603-2M07153020+3101093.fits,2M07153020+3101093
apStar-r5-2M07153434+1316581.fits,2M07153434+1316581,4265.936,1.5757962,-0.28840247,0.07805734,-0.11952157,-0.26405883,-0.302521,-0.24859951,-0.4165185,-0.22567233,-0.20875174,-0.2831202,-0.29386315,-0.018590003,-0.14206481,-0.05876951,-0.07692495,-0.26587722,-0.3694424,aspcapStar-r5-v603-2M07153434+1316581.fits,2M07153434+1316581
apStar-r5-2M07153715+3122535.fits,2M07153715+3122535,4772.4233,2.6365013,-0.03582083,0.0597573,0.058227707,-0.1472744,-0.022856,-0.06415302,-0.23199932,-0.07621263,0.056922182,-0.08480968,-0.071440026,0.033313,-0.012521949,0.110758446,0.1521706,-0.08854921,-0.13360442,aspcapStar-r5-v603-2M07153715+3122535.fits,2M07153715+3122535
apStar-r5-2M07153776+3004238.fits,2M07153776+3004238,4446.2266,1.8473595,-0.3227897,0.09611306,-0.10731249,-0.29300952,-0.318685,-0.25487646,-0.42243555,-0.24268742,-0.28492084,-0.38331252,-0.3558344,-0.14171,-0.12807624,0.019626766,-0.06375708,-0.3119139,-0.4915229,aspcapStar-r5-v603-2M07153776+3004238.fits,2M07153776+3004238
apStar-r5-2M07153977+1529356.fits,2M07153977+1529356,5047.0947,2.7462215,-0.68333304,0.10021165,-0.3795602,-0.672108,-0.45607,-0.60503525,-0.5842103,-0.53881824,-0.62509537,-0.85926044,-0.59719104,-0.597589,-0.40283373,-0.36071792,-0.39607486,-0.6787762,-0.43652257,aspcapStar-r5-v603-2M07153977+1529356.fits,2M07153977+1529356
apStar-r5-2M07154613+1548165.fits,2M07154613+1548165,4361.712,1.9086066,-0.044599365,0.033487104,0.0035025422,-0.084276885,-0.171387,-0.06932627,-0.18567835,-0.059917245,-0.0032951012,-0.1082777,-0.09746302,0.106423005,0.01898083,0.06070768,0.047030985,-0.046073835,-0.18246198,aspcapStar-r5-v603-2M07154613+1548165.fits,2M07154613+1548165
apStar-r5-2M07154816+1417050.fits,2M07154816+1417050,4999.655,2.9920087,-0.07665317,0.011036425,-0.07774765,-0.14899936,-0.164273,-0.057838947,-0.28131977,-0.11420715,0.0017803982,-0.031203393,-0.20258324,-0.077133,-0.019601248,0.08361424,-0.003947228,-0.09983641,-0.5098231,aspcapStar-r5-v603-2M07154816+1417050.fits,2M07154816+1417050
apStar-r5-2M07155412+1401184.fits,2M07155412+1401184,4973.344,2.7992568,-0.2985831,0.05494753,-0.11762686,-0.3440544,-0.4505,-0.24138123,-0.57889855,-0.24275818,-0.20947702,-0.17273855,-0.31839225,-0.0023300052,-0.11356132,0.0017819107,-0.016757876,-0.32313272,-0.91014874,aspcapStar-r5-v603-2M07155412+1401184.fits,2M07155412+1401184
apStar-r5-2M07155448+2928172.fits,2M07155448+2928172,5146.6577,3.1484911,-0.06610931,0.011272309,5.2782893E-4,-0.18721013,-0.136915,-0.06112565,-0.14132611,-0.05137655,-0.012376115,-0.38485545,-0.10395298,-0.038468994,0.015107594,0.099324346,-0.09552023,-0.12515147,-0.19976914,aspcapStar-r5-v603-2M07155448+2928172.fits,2M07155448+2928172
