FILE,APOGEE_ID,TEFF,LOGG,PARAM_M_H,PARAM_ALPHA_M,AL_H,CA_H,C_H,FE_H,K_H,MG_H,MN_H,NA_H,NI_H,N_H,O_H,SI_H,S_H,TI_H,V_H,col1,2mass
apStar-r5-2M05134461+3750444.fits,2M05134461+3750444,5109.7827,2.942623,0.03156043,0.026133548,0.1317685,-0.06228105,-0.026130099,0.031734157,-0.11909025,-0.021836026,-0.03922694,0.09300048,-0.110428564,0.008855002,0.0148787815,0.20653723,0.08802526,-0.03743223,-1.5862823,aspcapStar-r5-v603-2M05134461+3750444.fits,2M05134461+3750444
apStar-r5-2M05134467+2344289.fits,2M05134467+2344289,3993.9556,0.94359314,-0.60659903,0.056553457,-0.4166511,-0.5096888,-0.528189,-0.5437949,-0.6357039,-0.48683807,-0.5208168,-0.69098765,-0.60624874,-0.31858,-0.36217147,-0.34439567,-0.36476004,-0.5969625,-0.79909605,aspcapStar-r5-v603-2M05134467+2344289.fits,2M05134467+2344289
apStar-r5-2M05134880+2541409.fits,2M05134880+2541409,4916.1377,2.6937566,-0.31455597,0.07985834,-0.16760384,-0.33239043,-0.42861998,-0.28942838,-0.40762675,-0.26351005,-0.21019408,-0.2583759,-0.30150163,-0.16017,-0.19202837,-0.05664724,-0.09590399,-0.31142253,-0.029753946,aspcapStar-r5-v603-2M05134880+2541409.fits,2M05134880+2541409
apStar-r5-2M05135151+2549491.fits,2M05135151+2549491,4910.855,2.5250704,-0.23086631,0.09683022,0.012759095,-0.27253526,-0.19344,-0.21216175,-0.24310943,-0.21323718,-0.20680434,-0.22218934,-0.25034994,-0.14497,-0.16477823,-0.033206165,-0.06250693,-0.2157413,-0.97473365,aspcapStar-r5-v603-2M05135151+2549491.fits,2M05135151+2549491
apStar-r5-2M05140395+2524066.fits,2M05140395+2524066,3995.949,0.48172283,-0.63826406,0.01038735,-0.81458956,-0.5392072,-0.72628003,-0.58448416,-0.74278235,-0.55730826,-0.6086854,-0.9459464,-0.6136103,-0.23314002,-0.44086188,-0.4408746,-0.3572687,-0.89670885,-1.0968819,aspcapStar-r5-v603-2M05140395+2524066.fits,2M05140395+2524066
apStar-r5-2M05140512+3930190.fits,2M05140512+3930190,4760.7627,2.547311,-0.23409826,0.025718307,-0.047215763,-0.22808169,-0.249173,-0.21434765,-0.39381504,-0.27115476,-0.14483252,-0.23715729,-0.27953526,-0.155843,-0.13197377,-0.07384993,-0.07733746,-0.2458831,-0.11857665,aspcapStar-r5-v603-2M05140512+3930190.fits,2M05140512+3930190
apStar-r5-2M05140692+2326360.fits,2M05140692+2326360,4783.685,2.5638487,0.19554508,0.0379071,0.36962384,0.06992218,0.100471,0.15286544,-0.028276924,0.11207922,0.26836854,0.07739168,0.09959946,0.179209,0.13267076,0.35612255,0.2486066,0.18380873,-0.007947098,aspcapStar-r5-v603-2M05140692+2326360.fits,2M05140692+2326360
apStar-r5-2M05140869+2531138.fits,2M05140869+2531138,5224.395,3.057818,-0.35206997,0.03214252,-0.20469841,-0.36402753,-0.362049,-0.31000826,-0.3490947,-0.34855118,-0.28518164,-0.82867473,-0.34459496,-0.281287,-0.33226758,-0.20128833,-0.1895375,-0.33923912,-2.0486145,aspcapStar-r5-v603-2M05140869+2531138.fits,2M05140869+2531138
apStar-r5-2M05141297+4601254.fits,2M05141297+4601254,4912.55,2.7566004,0.038522806,0.040575728,0.0646684,-0.07426918,-0.1288511,0.030394359,-0.09158159,-0.048205324,0.063699484,-0.031654235,-0.043662768,0.0924589,0.057586428,0.22979769,0.101650275,0.028548386,-0.08114256,aspcapStar-r5-v603-2M05141297+4601254.fits,2M05141297+4601254
apStar-r5-2M05141334+2531178.fits,2M05141334+2531178,4278.4937,1.6303141,-0.5678376,0.08028548,-0.3784449,-0.49947056,-0.491111,-0.5114621,-0.6342416,-0.46386266,-0.49443993,-0.697612,-0.5166182,-0.32691002,-0.37133545,-0.32701066,-0.3346787,-0.5987843,-0.8412408,aspcapStar-r5-v603-2M05141334+2531178.fits,2M05141334+2531178
apStar-r5-2M05141369+4538459.fits,2M05141369+4538459,4800.2295,2.6391246,0.11421029,0.049705032,0.19223358,-0.019005425,-0.021463,0.096346274,-0.04088985,0.02936231,0.14724314,0.010085266,0.06060628,0.305336,0.10418433,0.27285957,0.22796953,0.03748042,-0.04711103,aspcapStar-r5-v603-2M05141369+4538459.fits,2M05141369+4538459
apStar-r5-2M05141467+2414074.fits,2M05141467+2414074,4412.241,2.0921202,0.13379638,0.07642105,0.17666689,-2.285093E-4,0.118624,0.10407605,-0.080994904,0.16431886,0.18066484,0.22602528,-0.01434619,0.275037,0.18257907,0.25264323,0.2148599,0.06103316,0.05709759,aspcapStar-r5-v603-2M05141467+2414074.fits,2M05141467+2414074
apStar-r5-2M05141841+3926364.fits,2M05141841+3926364,5124.034,2.6720862,-5.831197E-5,0.030555196,0.026318133,-0.1386504,-0.177823,-0.03848613,-0.2519555,-0.17469634,4.3450296E-4,-0.21428022,-0.050452456,0.17044699,0.0450319,0.24819499,0.24446377,-0.17935668,0.05200139,aspcapStar-r5-v603-2M05141841+3926364.fits,2M05141841+3926364
apStar-r5-2M05141987+2344415.fits,2M05141987+2344415,4937.4653,2.7355006,-0.37094694,0.102625415,0.099002555,-0.30631685,-0.319742,-0.29929385,-0.5410069,-0.27883604,-0.21152216,-0.31082198,-0.4261636,-0.277599,-0.21737231,-0.08200762,-0.24813423,-0.27285126,-0.5161248,aspcapStar-r5-v603-2M05141987+2344415.fits,2M05141987+2344415
apStar-r5-2M05142308+2346546.fits,2M05142308+2346546,4968.8594,2.9945178,-0.15172313,0.082099766,0.05972019,-0.03791322,-0.24990499,-0.1379303,-0.2837746,-0.1406001,-0.053602666,-0.2449815,-0.14726117,-0.01913999,-0.06416894,0.046339482,-0.044338666,-0.29335967,-0.11910578,aspcapStar-r5-v603-2M05142308+2346546.fits,2M05142308+2346546
apStar-r5-2M05142620+2425430.fits,2M05142620+2425430,4565.224,2.1204057,-0.45355147,0.075997,-0.274278,-0.43581054,-0.25471,-0.38260752,-0.8702385,-0.43473288,-0.39394048,-0.4200749,-0.43799427,-0.23160999,-0.27942523,-0.10920039,-0.20007004,-0.52995455,-0.94032586,aspcapStar-r5-v603-2M05142620+2425430.fits,2M05142620+2425430
apStar-r5-2M05142737+3819428.fits,2M05142737+3819428,5011.6147,2.749187,-0.4115449,0.2514477,-0.01831946,0.12062812,-0.18898998,-0.31824574,-0.3119803,0.11512816,-0.35594824,-0.29881358,-0.4161628,-0.332261,-0.27619755,0.0012207627,-0.12572509,-0.44235086,-0.0046207234,aspcapStar-r5-v603-2M05142737+3819428.fits,2M05142737+3819428
apStar-r5-2M05142785+3311041.fits,2M05142785+3311041,4843.882,2.5930467,-0.055834472,0.07496914,0.19952813,-0.08819155,-0.131135,-0.041179333,-0.19022635,-0.01087407,-0.013866212,-0.09336105,-0.13768649,-0.04654,0.015924215,0.2530644,-0.005154781,-0.25845975,-0.5066055,aspcapStar-r5-v603-2M05142785+3311041.fits,2M05142785+3311041
apStar-r5-2M05143003+2547036.fits,2M05143003+2547036,4896.1055,2.7107506,-0.24351422,0.064949594,-0.043280732,-0.30042738,-0.311096,-0.22606093,-0.2711571,-0.22074226,-0.19410865,-0.38384897,-0.21761815,-0.162009,-0.09975377,-0.012990162,-0.08760154,-0.23114598,-0.2979149,aspcapStar-r5-v603-2M05143003+2547036.fits,2M05143003+2547036
apStar-r5-2M05143220+3327180.fits,2M05143220+3327180,4523.266,2.1427603,-0.1324104,0.036998406,-0.07276279,-0.17779784,-0.23388001,-0.12418783,-0.23461619,-0.15110148,-0.077212386,-0.24793227,-0.18361335,0.061529994,-0.10955837,0.037344694,0.010478541,-0.15805364,-0.3010522,aspcapStar-r5-v603-2M05143220+3327180.fits,2M05143220+3327180
apStar-r5-2M05143931+2441572.fits,2M05143931+2441572,4783.9844,2.606847,-0.22535422,0.064919494,0.007546796,-0.19401546,-0.177743,-0.19882795,-0.25306818,-0.15467459,-0.14822969,-0.081201136,-0.23267125,-0.159565,-0.1655574,-0.059301242,0.021398619,-0.20355457,-0.26868993,aspcapStar-r5-v603-2M05143931+2441572.fits,2M05143931+2441572
apStar-r5-2M05144265+2347129.fits,2M05144265+2347129,5082.3755,2.999308,-0.0013067536,0.02099719,0.05525992,-0.07151021,-0.215985,-0.0049528014,-0.24928942,-0.09080173,0.07237635,0.02926559,-0.121144205,0.055425003,-0.043508478,0.20811431,-0.015497599,-0.13627902,-0.3032728,aspcapStar-r5-v603-2M05144265+2347129.fits,2M05144265+2347129
apStar-r5-2M05144794+3748597.fits,2M05144794+3748597,5140.3794,2.9896135,0.013979666,0.080646545,0.033196516,-0.028692268,-0.114399,0.0036946498,-0.057931565,-0.03958237,-0.0073319674,0.079307444,-0.09250544,0.23065299,0.09904591,0.2608379,0.15535864,-0.0029683672,-1.6372448,aspcapStar-r5-v603-2M05144794+3748597.fits,2M05144794+3748597
apStar-r5-2M05144938+2518450.fits,2M05144938+2518450,5100.9126,3.3570964,-0.0935611,0.06760382,0.002312176,-0.14672163,-0.072347,-0.113226265,-0.32129773,-0.04335043,-0.038477637,-0.010721313,-0.106623985,-0.121487506,-0.1416692,-0.011750586,-0.11460133,-0.057737887,-0.12483853,aspcapStar-r5-v603-2M05144938+2518450.fits,2M05144938+2518450
apStar-r5-2M05145333+2932352.fits,2M05145333+2932352,4805.611,2.669691,0.087637395,0.04824895,0.079063706,-0.047667455,-0.063283995,0.05473616,-0.0851906,0.017378585,0.1604239,0.096782975,0.018519476,0.22470501,0.10570449,0.23464951,0.16281548,0.036486343,-0.13130665,aspcapStar-r5-v603-2M05145333+2932352.fits,2M05145333+2932352
apStar-r5-2M05145717+3244497.fits,2M05145717+3244497,4833.616,2.7466779,-0.4244629,0.22807628,0.009344133,-0.3521212,-0.33694398,-0.36544147,-0.36317798,-0.19507033,-0.45821595,-0.20441975,-0.37867585,-0.340783,-0.087872654,-0.056348205,-0.068980575,-0.31715554,-0.4801998,aspcapStar-r5-v603-2M05145717+3244497.fits,2M05145717+3244497
apStar-r5-2M05145806+4257195.fits,2M05145806+4257195,4509.8115,2.0139928,-0.20594361,0.041223116,-0.16368262,-0.22104624,-0.34342998,-0.17968507,-0.4083343,-0.17825067,-0.17594731,-0.25245106,-0.24369012,0.019800007,-0.118626244,-0.005272627,0.03751616,-0.35488346,-0.32512322,aspcapStar-r5-v603-2M05145806+4257195.fits,2M05145806+4257195
apStar-r5-2M05150093+3915310.fits,2M05150093+3915310,4469.0493,2.111053,0.0033118427,0.017300064,0.030559547,-0.12288199,-0.153772,-0.022794928,-0.17009702,-0.058112517,0.08172964,-0.11215766,-0.059319094,0.179548,-0.0076574013,0.13555518,0.12848096,-0.02158382,-0.28793707,aspcapStar-r5-v603-2M05150093+3915310.fits,2M05150093+3915310
apStar-r5-2M05151130+3302180.fits,2M05151130+3302180,4850.559,2.9735317,0.20265727,0.037275385,0.22592476,0.08137071,0.032172002,0.1469495,-0.02661258,0.08201198,0.2881709,0.12329131,0.118366644,0.35961002,0.13938703,0.285391,0.26369244,0.09894802,-0.047327917,aspcapStar-r5-v603-2M05151130+3302180.fits,2M05151130+3302180
apStar-r5-2M05151162+3723388.fits,2M05151162+3723388,4857.934,2.5106993,-0.23919709,0.08550219,-0.0099525815,-0.26266375,-0.261316,-0.20699091,-0.23940076,-0.21438162,-0.16947694,-0.30171385,-0.27209523,-0.03936,-0.115048215,0.042133003,-0.024740279,-0.18464905,-0.45822832,aspcapStar-r5-v603-2M05151162+3723388.fits,2M05151162+3723388
apStar-r5-2M05151397+3719033.fits,2M05151397+3719033,4150.128,1.2020402,-0.6063935,0.084535845,-0.37787956,-0.4989607,-0.56886303,-0.52622133,-0.620259,-0.4723759,-0.5258038,-0.5884458,-0.56182575,-0.22810003,-0.37435883,-0.32436657,-0.30881345,-0.5376889,-0.7733227,aspcapStar-r5-v603-2M05151397+3719033.fits,2M05151397+3719033
apStar-r5-2M05152289+3859495.fits,2M05152289+3859495,4932.7812,2.784886,-0.20672342,0.04239206,-0.12294955,-0.23299009,-0.26576298,-0.19244403,-0.33957213,-0.2068309,-0.15202898,-0.27236503,-0.29464743,-0.06373,-0.11231251,-0.044894204,0.041006967,-0.22586969,0.0044617616,aspcapStar-r5-v603-2M05152289+3859495.fits,2M05152289+3859495
apStar-r5-2M05152299+2305004.fits,2M05152299+2305004,5176.9556,3.4767394,0.15779504,0.044938214,0.03257511,0.015189081,0.084389,0.12823603,-0.16838418,0.041494906,0.2461171,0.09845531,0.09516986,-0.0135830045,0.123265885,0.30980182,0.19423313,0.09995867,0.239405,aspcapStar-r5-v603-2M05152299+2305004.fits,2M05152299+2305004
apStar-r5-2M05153180+2553488.fits,2M05153180+2553488,4986.001,2.721814,-0.31290847,0.06898646,-0.08306566,-0.333445,-0.30274498,-0.27362826,-0.3489571,-0.23041447,-0.2576147,-0.2237203,-0.2558849,-0.17845999,-0.24258968,-0.036827207,-0.18201762,-0.2691007,-0.6138095,aspcapStar-r5-v603-2M05153180+2553488.fits,2M05153180+2553488
apStar-r5-2M05153560+2406092.fits,2M05153560+2406092,4907.965,2.602057,-0.23440082,0.053980164,-0.20171912,-0.33041,-0.178215,-0.18228225,-0.45129222,-0.24011302,-0.17985085,-0.45206124,-0.30034012,-0.42043,-0.10876937,0.035474285,-0.026733443,-0.2925007,-0.5582573,aspcapStar-r5-v603-2M05153560+2406092.fits,2M05153560+2406092
apStar-r5-2M05153785+3911241.fits,2M05153785+3911241,4701.8623,2.358779,-0.49181014,0.08174562,-0.25020352,-0.45177972,-0.49825,-0.42537886,-0.56534106,-0.3986706,-0.4041292,-0.5329557,-0.44910574,-0.23174,-0.32340157,-0.14907399,-0.18007189,-0.5016116,-0.8233139,aspcapStar-r5-v603-2M05153785+3911241.fits,2M05153785+3911241
apStar-r5-2M05154088+3235422.fits,2M05154088+3235422,5007.2295,2.5964682,-0.63731945,0.11043675,-0.32973084,-0.6856996,-0.531234,-0.5279093,-0.6213118,-0.49143153,-0.54102325,-0.46431646,-0.6179293,-0.42488,-0.4000659,-0.2503996,-0.3549319,-0.4821806,-0.47682703,aspcapStar-r5-v603-2M05154088+3235422.fits,2M05154088+3235422
apStar-r5-2M05154465+3803130.fits,2M05154465+3803130,4562.1343,2.1086578,0.009584675,0.043609362,0.07251808,-0.044803534,-0.146611,0.027168868,-0.10530048,-0.022812793,0.061827842,-0.00398371,-0.08516934,0.29285902,0.047549054,0.26823488,0.10024442,0.017384551,-0.12860489,aspcapStar-r5-v603-2M05154465+3803130.fits,2M05154465+3803130
apStar-r5-2M05154589+3836096.fits,2M05154589+3836096,4989.4893,2.730368,-0.044799794,0.014309773,-0.0069504734,-0.1517155,-0.041276995,-0.021942545,-0.14957681,-0.16699734,-0.09003476,0.012953974,-0.12474015,-0.094588995,0.014108136,0.18599267,-0.001899004,-0.14018397,-0.60194963,aspcapStar-r5-v603-2M05154589+3836096.fits,2M05154589+3836096
apStar-r5-2M05155261+3241531.fits,2M05155261+3241531,4952.315,2.942281,0.06395803,0.033930834,0.055594467,-0.09738851,-0.22164391,0.038726866,-0.13270468,-0.028153894,0.04894773,0.054306716,-0.01578499,0.33386612,0.06004858,0.24844454,0.1911705,-0.04157626,-0.04017584,aspcapStar-r5-v603-2M05155261+3241531.fits,2M05155261+3241531
apStar-r5-2M05155594+2411550.fits,2M05155594+2411550,4401.1787,1.7361567,-0.7778686,0.090572834,-0.39370114,-0.7747418,-0.69172204,-0.66026837,-0.83833516,-0.6367089,-0.76233846,-0.69123197,-0.7713185,-0.51565003,-0.5085711,-0.33964184,-0.5173631,-0.92767435,-1.4823084,aspcapStar-r5-v603-2M05155594+2411550.fits,2M05155594+2411550
apStar-r5-2M05155869+2911423.fits,2M05155869+2911423,4593.13,2.3236504,-0.07257687,0.077850536,0.15835342,-0.02351943,-0.102477,-0.045683704,-0.15027648,0.114743106,-0.085207924,0.010296318,-0.19357653,0.067345,-0.012235701,0.15018979,-0.004587114,-0.13532972,-0.59304667,aspcapStar-r5-v603-2M05155869+2911423.fits,2M05155869+2911423
apStar-r5-2M05160103+2353550.fits,2M05160103+2353550,4890.1255,2.744967,-0.01589078,0.021309908,-0.018369328,-0.14131209,-0.19750701,-0.017730042,-0.2138818,-0.087567896,0.036383174,-0.08795787,-0.12631339,0.150513,-0.010162596,0.14486958,0.116750404,-0.12383124,-0.20023756,aspcapStar-r5-v603-2M05160103+2353550.fits,2M05160103+2353550
apStar-r5-2M05160518+3926272.fits,2M05160518+3926272,4926.5024,2.8567402,-0.0033850074,-0.0053370045,-0.04734387,-0.08663103,-0.152194,-0.029189724,-0.17781056,-0.09353673,0.041920163,-0.11722913,-0.056019895,0.191986,-0.04920799,0.0719914,0.07657983,-0.13171758,0.171197,aspcapStar-r5-v603-2M05160518+3926272.fits,2M05160518+3926272
apStar-r5-2M05160609+2413074.fits,2M05160609+2413074,4791.9575,2.6184807,-0.029441338,0.06311207,0.116093725,-0.059422135,-0.0492167,0.003095162,-0.2534119,-0.02784472,-0.029497113,-0.19756693,-0.0851976,0.023129001,0.02795504,0.24768709,0.18457407,-0.10247089,-0.21392304,aspcapStar-r5-v603-2M05160609+2413074.fits,2M05160609+2413074
apStar-r5-2M05160628+2534572.fits,2M05160628+2534572,4977.0312,3.0166445,-0.018305045,0.04754893,0.09286045,-0.08173973,-0.030838998,-0.039189436,-0.15778916,-0.061182942,0.056374006,-0.10783616,-0.06682272,-0.040744,-0.029824935,0.0936819,0.011752792,-0.041894592,-0.0059185103,aspcapStar-r5-v603-2M05160628+2534572.fits,2M05160628+2534572
apStar-r5-2M05160914+3755341.fits,2M05160914+3755341,4540.109,2.0507185,-0.20290653,0.051735718,-0.033438347,-0.20528804,-0.32799,-0.15560241,-0.2760124,-0.18036222,-0.16180411,-0.3625513,-0.2569943,-0.004250005,-0.085023955,0.09989187,-0.060202464,-0.1877774,-0.32783908,aspcapStar-r5-v603-2M05160914+3755341.fits,2M05160914+3755341
apStar-r5-2M05161382+2545570.fits,2M05161382+2545570,4916.9346,2.6500738,-0.23515737,0.07691469,-0.097267225,-0.2525129,-0.275144,-0.21902409,-0.30382013,-0.20208256,-0.17330956,-0.18575537,-0.24736226,-0.10802,-0.13179412,0.004959166,-0.03745185,-0.25680682,-0.42756328,aspcapStar-r5-v603-2M05161382+2545570.fits,2M05161382+2545570
apStar-r5-2M05161425+3343306.fits,2M05161425+3343306,5158.418,3.0979652,0.17882767,-0.0076816157,0.09521086,0.0021521002,-0.041972004,0.12307348,-0.08084583,-0.0068994015,0.2077701,0.09381422,0.13605663,0.332438,0.1312097,0.2617647,0.20796086,0.03262057,0.014937729,aspcapStar-r5-v603-2M05161425+3343306.fits,2M05161425+3343306
apStar-r5-2M05162901+3754256.fits,2M05162901+3754256,4515.1934,2.0714762,-0.43772048,0.10203703,-0.1783355,-0.39730728,-0.403786,-0.36019617,-0.5230571,-0.3610974,-0.38004655,-0.42172754,-0.4467894,-0.26514,-0.26863408,-0.1776117,-0.16569687,-0.43103853,-0.5143269,aspcapStar-r5-v603-2M05162901+3754256.fits,2M05162901+3754256
apStar-r5-2M05163007+3940577.fits,2M05163007+3940577,5132.8047,3.1442711,-0.044626795,0.05164814,-0.02062031,-0.12645726,-0.067264,-0.06815902,-0.19963256,-0.08491799,-0.022295289,0.0957755,-0.06693941,0.025977,0.01207459,-0.054075208,0.015117317,-0.21429917,-0.110950984,aspcapStar-r5-v603-2M05163007+3940577.fits,2M05163007+3940577
apStar-r5-2M05163506+2917124.fits,2M05163506+2917124,4417.7227,1.7985443,-0.2955932,0.07962576,-0.1031164,-0.23769942,-0.3753,-0.23865952,-0.3719251,-0.09972881,-0.3334538,-0.27295116,-0.37768668,-0.056800008,-0.1324305,0.025969237,-0.13443613,-0.3380326,-0.2270983,aspcapStar-r5-v603-2M05163506+2917124.fits,2M05163506+2917124
apStar-r5-2M05164274+3758081.fits,2M05164274+3758081,4894.112,2.6874838,-0.1064016,0.0883307,0.27518475,-0.10451195,-0.097841,-0.07713364,-0.11861866,-0.12168046,-0.14886004,-0.28712025,-0.15192656,-0.076385,0.050360635,0.16967873,0.07216811,-0.067069694,-0.097889125,aspcapStar-r5-v603-2M05164274+3758081.fits,2M05164274+3758081
apStar-r5-2M05164355+3046292.fits,2M05164355+3046292,4971.849,3.3664489,0.013702329,0.07697961,0.13014448,-0.048905544,-0.029694898,-0.019261243,-0.26953724,-0.007289285,0.028178431,0.009777162,-0.016469557,-0.132605,0.048188474,0.0891231,0.04912686,0.033227663,-0.037194446,aspcapStar-r5-v603-2M05164355+3046292.fits,2M05164355+3046292
apStar-r5-2M05164727+2334098.fits,2M05164727+2334098,4542.6006,2.0979369,-0.33416626,0.07678559,-0.18602693,-0.2954333,-0.341091,-0.267244,-0.45271793,-0.21767771,-0.28358987,-0.35869965,-0.37148377,-0.13603,-0.15912195,-0.06205678,-0.13303204,-0.35309377,-0.4076163,aspcapStar-r5-v603-2M05164727+2334098.fits,2M05164727+2334098
apStar-r5-2M05165040+2906441.fits,2M05165040+2906441,4341.082,1.7582831,0.075141445,0.0618126,0.12567921,0.009915404,0.021478,0.057508983,-0.09122513,0.1951285,0.094428,-0.040094163,-0.01614903,0.266839,0.12809475,0.27839845,0.26945332,0.063295476,-0.024295133,aspcapStar-r5-v603-2M05165040+2906441.fits,2M05165040+2906441
apStar-r5-2M05165073+3227314.fits,2M05165073+3227314,4960.886,2.5409236,-0.45515338,0.09714818,-0.15898894,-0.46699253,-0.42633998,-0.3964031,-0.5107809,-0.34064376,-0.47221828,-0.5492967,-0.43530482,-0.403987,-0.12878138,-0.08956486,-0.15957007,-0.52937734,-1.0717427,aspcapStar-r5-v603-2M05165073+3227314.fits,2M05165073+3227314
apStar-r5-2M05165158+3712100.fits,2M05165158+3712100,4567.018,2.1368296,-0.38869655,0.2053503,-0.039355665,-0.3339875,-0.321609,-0.34277794,-0.28539613,-0.22063783,-0.39249027,-0.40111372,-0.34168077,-0.285071,-0.1247482,0.030456513,-0.012067705,-0.27281463,-0.46291706,aspcapStar-r5-v603-2M05165158+3712100.fits,2M05165158+3712100
apStar-r5-2M05165358+2540456.fits,2M05165358+2540456,4951.119,2.6506438,-0.21002191,0.08883629,-0.039927464,-0.20348115,-0.2202815,-0.19516557,-0.27028963,-0.23892073,-0.13565415,-0.14622307,-0.17872205,0.2145,-0.119620875,0.07492377,-0.12124378,-0.21200304,-0.032891415,aspcapStar-r5-v603-2M05165358+2540456.fits,2M05165358+2540456
apStar-r5-2M05170120+2445228.fits,2M05170120+2445228,4774.1177,2.8514936,0.08455026,0.084475815,0.17607452,0.035552774,0.018948,0.03868408,-0.021396466,0.06243041,0.093064904,0.012128427,-0.035679862,0.088165,0.17892182,0.1512934,0.15609589,0.08434958,0.16478671,aspcapStar-r5-v603-2M05170120+2445228.fits,2M05170120+2445228
apStar-r5-2M05170471+2845468.fits,2M05170471+2845468,4938.562,2.671744,-0.16494101,0.06718716,0.026686903,-0.25158742,-0.209887,-0.15608297,-0.21890654,-0.21075937,-0.13342586,0.03654874,-0.166347,-0.020150006,-0.060950242,0.06361498,0.010209963,-0.22229083,-0.08887994,aspcapStar-r5-v603-2M05170471+2845468.fits,2M05170471+2845468
apStar-r5-2M05170639+3724116.fits,2M05170639+3724116,4790.064,2.862557,-0.48395607,0.23121497,-0.056700226,-0.3310706,-0.4363873,-0.4063203,-0.38050887,-0.21645188,-0.4579649,-0.40288815,-0.46948355,-0.45507202,-0.25292832,-0.104035914,-0.15190631,-0.26768008,-1.6410996,aspcapStar-r5-v603-2M05170639+3724116.fits,2M05170639+3724116
apStar-r5-2M05170644+2848054.fits,2M05170644+2848054,4886.637,2.6858866,-0.25082302,0.04608409,-0.09823851,-0.30034763,-0.43373,-0.22899678,-0.30735207,-0.284817,-0.20998277,-0.36412516,-0.2682381,-0.152024,-0.13189542,-0.03881532,-0.1131632,-0.31070197,-0.31198743,aspcapStar-r5-v603-2M05170644+2848054.fits,2M05170644+2848054
